semester,number of clusters,cluster id,users in each cluster,unique institutions,institution list
,,14,40,5,"['shanghai university', 'purdue university', 'vellore institute of technology', 'arizona state university', 'amity university']"
,,15,40,1,['purdue university']
,,16,39,2,"['university of illinois at urbana-champaign', 'georgia institute of technology']"
,,17,38,3,"['purdue university', 'massachusetts institute of technology (mit)', 'universidad eafit']"
,,18,33,2,"['university of illinois at urbana-champaign', 'city university london']"
,,19,33,1,['purdue university']
,,20,31,1,['university of illinois at urbana-champaign']
,,21,28,8,"['university of illinois at urbana-champaign', 'uc berkeley', 'syracuse university', 'CUNY Borough of Manhattan Community College', 'washington university in st. louis', 'university of florida', 'massachusetts institute of technology (mit)', 'West Virginia University']"
,,22,28,1,"['california state university, fullerton']"
,,23,27,1,['kth royal institute of technology']
,,24,23,2,"['brown university', 'arizona state university']"
,,25,22,3,"['the university of texas at austin', 'purdue university', 'ufrgs']"
,,26,21,2,"['cornell university', 'university of illinois at urbana-champaign']"
,,27,20,2,"['ghent university', 'startup bootcamp sjcet']"
,,28,19,1,['university of michigan']
,,29,19,0,[]
,,30,18,1,['case western reserve university']
,,31,18,3,"['duke university', 'university of illinois at urbana-champaign', 'columbia university in the city of new york']"
,,32,18,4,"['weizmann institute of science', 'purdue university', 'universidad de zaragoza', 'dha suffa university']"
,,33,17,0,[]
,,34,17,2,"['university of nevada las vegas', 'north carolina state university']"
,,35,16,2,"['northwestern university', 'boston university']"
,,36,16,2,"['university of illinois at urbana-champaign', 'colorado school of mines']"
,,37,16,1,['massachusetts institute of technology (mit)']
,,38,16,0,[]
,,39,16,1,['columbia university in the city of new york']
,,40,15,4,"['universidad nacional de colombia', 'michigan technological university', 'case western reserve university', 'university of michigan']"
,,41,15,2,"['university of udine', 'zhejiang university']"
,,42,15,1,['arizona state university']
,,43,14,1,['arizona state university']
,,44,13,4,"['university at buffalo', 'university of alberta', 'purdue university', 'nanyang technological university']"
,,45,12,1,['university of portland']
,,46,12,2,"['louisiana tech university', 'indiana university school of medicine']"
,,47,11,0,[]
,,48,11,0,[]
,,49,11,0,[]
,,50,11,3,"['arizona state university', 'a g groome & associates', 'boise state university']"
,,51,11,3,"['ibm', 'drexel university', 'University of San Diego']"
,,52,11,2,"['zhejiang university', 'university of udine']"
,,53,10,1,['arizona state university']
,,54,10,1,['purdue university']
,,55,10,2,"['hampton university', 'northwestern university']"
,,56,10,1,['arizona state university']
,,57,10,1,['arizona state university']
,,58,8,2,"['stanford university', 'arizona state university']"
,,59,8,3,"['university of maryland', 'purdue university', 'epfl (Ã©cole polytechnique fÃ©dÃ©rale de lausanne)']"
,,60,8,1,['texas state university']
,,61,8,5,"['university of north carolina at chapel hill', 'Bard College', 'university at buffalo', 'purdue university', 'georgia institute of technology']"
,,62,7,2,"['Pomona College', 'georgia institute of technology']"
,,63,7,2,"['de la salle university', 'university of eastern finland']"
,,64,7,3,"['university of bristol', 'mcgill university', 'massachusetts institute of technology (mit)']"
,,65,7,0,[]
,,66,7,1,['tennessee technological university']
,,67,7,2,"['iupui', 'indiana university school of medicine']"
,,68,7,1,['universidad de los andes']
,,69,7,2,"['university of portland', 'portland state university']"
,,70,7,1,['aalto university']
,,71,7,2,"['university of florida', 'Boston College']"
,,72,7,2,"['uc berkeley', 'north carolina state university']"
,,73,7,1,['Harvard University']
,,74,7,3,"['purdue university', 'mondragon unibertsitatea', 'rutgers university']"
,,75,6,0,[]
,,76,6,1,['brown university']
,,77,6,0,[]
,,78,6,2,"['masdar institute of science and technology', 'infineon technologies']"
,,79,6,1,['columbia university in the city of new york']
,,80,6,2,"['University of Washington Seattle Campus', 'university of washington, program on the environment']"
,,81,6,1,['universidad de zaragoza']
,,82,6,0,[]
,,83,6,1,['new jersey institute of technology']
,,84,6,0,[]
,,85,5,2,"['indiana university school of medicine', 'iupui']"
,,86,5,0,[]
,,87,5,0,[]
,,88,5,0,[]
,,89,5,1,['university of illinois at urbana-champaign']
,,90,5,1,['the university of texas at el paso']
,,91,5,1,['arizona state university']
,,92,5,1,['universidad de los andes']
,,93,5,3,"['universidad del valle', 'universidad politÃ©cnica de madrid', 'university of puerto rico']"
,,94,5,0,[]
,,95,5,0,[]
,,96,5,2,"['ucla', 'beihang university']"
,,97,5,2,"['Harvard University', 'arizona state university']"
,,98,5,0,[]
,,99,5,3,"['university of illinois at urbana-champaign', 'university of michigan', 'uc berkeley']"
,,100,5,3,"['university of florida', 'north carolina state university', 'brno university of technology']"
,,101,5,1,['university of illinois at urbana-champaign']
spring2015,112,1,253,23,"['universidad del quindÃ\xado', 'drexel university', 'national institutes of health', 'rensselaer polytechnic institute', 'university of illinois at urbana-champaign', 'Grand Valley State University', 'boston university', 'texas state university', 'boise state university', 'kth royal institute of technology', 'vardhaman college of engineering', 'kaust', 'rutgers university', 'University of Northern Colorado', 'University of South Alabama', 'a g groome & associates', 'the university of british columbia', 'peking university', ""universitÃ© d'orlÃ©ans"", 'vellore institute of technology', 'clemson university', 'bucknell university', 'university of illinois at chicago']"
,,2,153,2,"['university of illinois at urbana-champaign', 'university of essex']"
,,3,145,2,"['purdue university', 'aim professional group']"
,,4,91,2,"['penn state university', 'purdue university']"
,,5,81,1,['university of illinois at urbana-champaign']
,,6,75,3,"['iupui', 'university of illinois at urbana-champaign', 'university of michigan']"
,,7,73,1,['vanderbilt university']
,,8,62,4,"['purdue university', 'missouri s&t', 'the university of texas at austin', 'university of illinois at urbana-champaign']"
,,9,53,7,"['kth royal institute of technology', 'purdue university', 'boston university', 'university of nevada las vegas', 'university of illinois at urbana-champaign', 'cairo university', 'air force institute of technology']"
,,10,41,3,"['north carolina state university', 'rochester institute of technology', 'eth zurich']"
,,11,38,2,"['purdue university', 'Naval Postgraduate School']"
,,12,36,1,['university of illinois at urbana-champaign']
,,13,35,6,"['purdue university', 'grenoble inp - institut polytechnique de grenoble', 'arizona state university', 'university of nottingham', 'university of central florida', 'nanyang technological university']"
,,14,30,1,['iowa state university']
,,15,30,3,"['brno university of technology', 'seznam.cz', 'azet.sk, a.s.']"
,,16,29,1,['university of illinois at urbana-champaign']
,,17,29,1,['university of vermont']
,,18,29,3,"['northwestern university', 'national institute of standards and technology', 'College of Lake County']"
,,19,29,1,['purdue university']
,,20,29,3,"['hysitron, inc.', 'colorado school of mines', 'university college london']"
,,21,29,1,['university of illinois at urbana-champaign']
,,22,28,5,"['university college dublin', 'purdue university', 'Towson University', 'ku leuven', 'kursk state university (ksu)']"
,,23,24,1,['boise state university']
,,24,24,4,"['north carolina state university', 'universidad eafit', 'purdue university', 'Norfolk State University']"
,,25,23,1,"['indian institute of technology, bombay']"
,,26,23,5,"['massachusetts institute of technology (mit)', 'north carolina state university', 'Harvard University', 'american university in cairo', 'uc santa barbara']"
,,27,23,1,['binghamton university']
,,28,23,2,"['university of illinois at urbana-champaign', 'unsw']"
,,29,23,3,"['karunya university', 'iupui', 'missouri state university']"
,,30,18,5,"['massachusetts institute of technology (mit)', 'Rhode Island School of Design', 'university of notre dame', 'university of southern california', 'the university of texas at austin']"
,,31,18,13,"['university of toronto', 'wright state university', 'massachusetts institute of technology (mit)', 'carnegie mellon university', 'university of illinois at urbana-champaign', 'university of north texas', 'university of michigan', 'case western reserve university', 'University of Wisconsin Eau Claire', 'texas a&m university', 'michigan technological university', 'colorado school of mines', 'purdue university']"
,,32,18,5,"['purdue university', 'arizona state university', 'brown university', 'tu delft', 'bogazici university']"
,,33,18,1,['louisiana state university']
,,34,18,2,"['washington state university', 'florida international university']"
,,35,17,1,['arizona state university']
,,36,17,1,['purdue university']
,,37,16,1,['rensselaer polytechnic institute']
,,38,15,0,[]
,,39,15,2,"['columbia university in the city of new york', 'forschungszentrum jÃ¼lich']"
,,40,14,3,"['university of illinois at chicago', 'arizona state university', 'southeast university']"
,,41,14,2,"['purdue university', 'rochester institute of technology']"
,,42,14,0,[]
,,43,13,4,"['arizona state university', 'the university of texas at austin', 'purdue university', 'on semiconductor']"
,,44,12,2,"['notre dame academy', 'university of florida']"
,,45,12,0,[]
,,46,12,3,"['purdue university', 'stanford university', 'fer']"
,,47,12,2,"['Pittsburg State University', 'politecnico di torino']"
,,48,12,3,"['california state university, northridge', 'imec', 'university of central florida']"
,,49,11,2,"['university at albany', 'seznam.cz']"
,,50,11,1,['penn state university']
,,51,11,0,[]
,,52,11,2,"['purdue university', 'Wichita State University']"
,,53,10,0,[]
,,54,10,1,['rmit university']
,,55,10,4,"['purdue university', 'the university of texas at austin', 'uc santa barbara', 'ahsanullah university of science and technology']"
,,56,10,2,"['university of illinois at urbana-champaign', 'southern illinois university']"
,,57,9,2,"['ecole centrale paris', 'emory university']"
,,58,9,0,[]
,,59,9,2,"['northeastern university', 'national institute of standards and technology']"
,,60,9,1,['uc merced']
,,61,9,1,['purdue university']
,,62,9,0,[]
,,63,9,1,['duke university']
,,64,9,1,['university of minnesota']
,,65,9,4,"['arizona state university', 'cairo university', 'purdue university', 'franklin & marshall college']"
,,66,8,0,[]
,,67,8,1,['university of sheffield']
