user,tool,start,end,ip,lon,lat
sanjibkabi,bulkmc,2016-02-03,2016-02-07,131.96.4.216,-84.38860321044922,33.75529861450195
sanjibkabi,bulkmc,2016-01-31,2016-02-04,131.96.4.216,-84.38860321044922,33.75529861450195
sanjibkabi,1dhetero,2016-02-07,2016-02-13,131.96.4.216,-84.38860321044922,33.75529861450195
sanjibkabi,1dhetero,2016-01-31,2016-02-07,131.96.4.216,-84.38860321044922,33.75529861450195
sanjibkabi,bandstrlab,2016-01-31,2016-02-04,131.96.4.216,-84.38860321044922,33.75529861450195
sanjibkabi,fermi,2016-02-06,2016-02-12,131.96.4.216,-84.38860321044922,33.75529861450195
sanjibkabi,fermi,2016-01-31,2016-02-07,131.96.4.216,-84.38860321044922,33.75529861450195
sanjibkabi,capacitancescm,2016-02-01,2016-02-05,131.96.4.216,-84.38860321044922,33.75529861450195
sanjoy1,fettoy,2016-04-02,2016-04-06,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,fettoy,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,fettoy,2016-02-01,2016-02-07,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,fettoy,2016-01-26,2016-01-30,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,abacus,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,abacus,2016-01-26,2016-01-30,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,sbcnfet,2016-01-29,2016-02-02,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,cntfet,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,cntfet,2016-02-03,2016-02-07,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,cntfet,2016-01-29,2016-02-02,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,mgnanowirefet,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,mgnanowirefet,2016-01-29,2016-02-02,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,qdot,2016-03-22,2016-03-26,59.152.99.10,90.36109924316406,23.770999908447266
sanjoy1,qdot,2016-02-03,2016-02-07,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,qdot,2016-01-29,2016-02-02,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,moscntr,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,moscntr,2016-02-03,2016-02-07,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,heterojunction,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,cntbands-ext,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,omenwire,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,qwalk,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,cntmob,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,bjt,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,cnia,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,thermomechcnt,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,nanocmos,2016-03-25,2016-03-29,59.152.101.122,90.38200378417969,23.746000289916992
sanjoy1,senstran,2016-04-18,2016-04-22,103.205.135.86,90.4093017578125,23.72719955444336
sankeshi.supraja,bjt,2016-04-02,2016-04-06,59.95.77.233,78.4573974609375,17.384599685668945
sankeshi.supraja,bjt,2016-03-30,2016-04-03,59.95.78.128,78.4573974609375,17.384599685668945
sanket.d,sugaradxl,2016-03-15,2016-03-20,49.248.31.226,72.88259887695312,19.072799682617188
sanket.d,sugarchevron,2016-03-15,2016-03-19,49.248.31.226,72.88259887695312,19.072799682617188
sanket.d,sugarcube,2016-03-15,2016-03-20,49.248.31.226,72.88259887695312,19.072799682617188
sanket.shinde,mosfetsat,2016-01-25,2016-01-29,43.230.45.110,72.88259887695312,19.072799682617188
sanketdesai14,sbcnfet,2016-04-16,2016-04-20,172.249.155.18,-117.89409637451172,33.88399887084961
santhosh.y,sbcnfet,2016-04-14,2016-04-18,137.151.174.128,-117.89409637451172,33.88399887084961
